100000 3
1338 -8514 2463 
-2938 -1383 -8999 
6155 -4368 9594 
-3960 -1932 9519 
-2615 6476 -2263 
2323 -5733 -4633 
5962 6505 8814 
-9798 4506 -6752 
3525 -5853 -8023 
8633 -8626 -7113 
4027 5470 8038 
4437 4573 4745 
4708 -4835 7820 
-1046 4586 -8966 
-6301 7116 -2732 
595 2189 -1274 
-3645 -5379 -2444 
-7150 -173 -5657 
3441 -1516 6827 
-1133 4789 2387 
4275 3244 -4115 
249 -5048 1160 
-3885 5366 -4352 
-6123 -6306 8363 
-2250 -1611 -1405 
-9013 -7429 -9134 
-2316 -5994 -5667 
7959 4085 4059 
-1160 -4092 862 
4152 2193 6859 
9875 -6715 8910 
1831 -4041 2964 
-9636 7075 9107 
3250 9793 2717 
-5959 6999 -5368 
1441 -6756 -9658 
-2064 732 2509 
-4957 -7246 -3473 
3411 -7542 -2596 
785 2102 -9272 
-7118 -7357 -1807 
-8088 -8986 3313 
-9642 7898 -7723 
9406 -281 303 
7660 -7465 1590 
-3379 -9672 -6509 
-3731 2937 -645 
-2174 8426 -8720 
-7707 5910 4601 
-7756 -6357 5815 
6452 2532 7378 
6702 834 6964 
296 -2800 1149 
523 -6716 7952 
7777 9963 2388 
2139 4462 -7712 
9835 -3451 1505 
-2799 -829 -3246 
8756 1564 7128 
830 7604 -9800 
1713 -7567 523 
-8699 5354 1764 
9052 9273 9753 
5853 5618 -1782 
-4954 8186 -1029 
7178 -4410 -7603 
-7088 -8257 -6495 
-8478 2244 3238 
8089 5026 -8791 
5365 4494 1847 
-2898 -4015 -7082 
4168 762 -6081 
5439 8305 -8747 
-899 -479 -5484 
5476 -4782 5207 
-7146 -9208 -143 
6731 -6360 4730 
-2854 6288 5047 
-7240 -732 -1241 
-6256 -7227 4977 
4399 -8572 -7847 
4564 -8975 -1992 
8291 9209 -460 
695 -469 -564 
-9912 -1510 -2669 
-4980 4304 7525 
5231 -1531 -2655 
40 -5768 -8489 
2864 3418 -9611 
3865 7339 648 
-6809 8309 -8475 
-7330 2833 7822 
-8612 2697 -4594 
4314 7855 -9374 
-7322 -2386 -3961 
5551 -7092 -2080 
-728 5361 -5524 
-1873 -632 7189 
-7154 -6616 899 
2440 4929 -1323 
6907 -7931 2406 
-5816 576 3330 
-875 -6181 9502 
-2814 2562 -1640 
-6664 3385 -2086 
721 9933 6209 
-1813 5253 -69 
8801 -1317 -6553 
-3343 -8670 6181 
-5941 -3032 -2521 
-9308 1181 9029 
-246 3276 6492 
1125 398 4939 
-4939 3726 4148 
354 -7316 529 
-4312 -3194 871 
-7394 -2385 -498 
-2422 6002 -8094 
-7422 7166 3883 
-9490 -5826 -9846 
8300 -7184 -2563 
1938 -7108 6957 
-3003 8751 6141 
-522 8509 7292 
1833 2429 5909 
1282 -3601 -8466 
7088 -7414 2615 
-65 -5389 5030 
7171 911 -3465 
-3091 -1606 7167 
1469 -2689 799 
6561 -6569 -4817 
3784 -6092 2966 
263 -6359 8039 
3105 -5268 504 
-8656 -9564 -5860 
-5048 -116 -106 
-7453 -7843 3259 
-3912 -2571 -838 
2683 9813 -8173 
-1406 4976 -1901 
-945 5807 3292 
-5368 -6493 -7202 
-1273 -6253 -2327 
8900 338 -3200 
7331 -8530 -3094 
1014 -6509 -4517 
2825 4369 3515 
7116 -2229 4772 
-7238 -5172 -7174 
2518 -7651 -8331 
5358 1035 -4786 
7066 5050 -1719 
3603 8789 -8842 
2842 -9191 -5458 
-6949 -7918 520 
5668 -5110 9640 
-1243 -3998 -7376 
6966 2388 -2376 
9494 -8669 1131 
-4795 -116 5535 
-9634 -271 -1234 
-7059 6987 9791 
-2051 -1770 -28 
-267 20 2792 
-2869 9881 8293 
-7096 -916 -4683 
-7315 1438 -2502 
-8854 -9273 4248 
7542 -1827 5057 
-3602 4224 2532 
-8049 8638 7421 
4822 2977 -7084 
-1610 -2531 9939 
-6377 -5047 8656 
1332 -3639 3198 
-7243 -4244 5631 
-2283 -378 -6011 
4241 -7614 -6644 
6562 -8924 5278 
-6401 -2505 4566 
8652 2307 8188 
-3227 4700 4957 
-5521 1999 1866 
-3705 -1612 -4153 
-178 1591 9362 
-9522 7059 -3617 
-2632 -9952 5102 
104 7295 -1542 
7822 -8513 2714 
-3407 7827 -2308 
4282 1017 801 
-5603 -8610 -2097 
-7593 -4511 -7850 
-8557 -9113 3196 
8477 8993 8144 
-5285 -9687 2814 
6083 3019 -535 
4747 -3465 -873 
-8622 7659 9525 
6738 -9138 -2191 
5451 4588 -5595 
-7680 -1663 -3005 
-7323 -1185 5879 
8588 -4750 -7172 
6937 -2263 -1039 
-2594 -9831 -274 
-5063 -1483 9193 
9531 -4504 -6083 
-5344 9583 -9210 
1523 -125 8926 
-6969 7049 9874 
-8372 -2895 2566 
-45 4973 5440 
-1453 -4453 -5210 
9429 5329 -3820 
3361 2864 -9790 
7559 -8880 4335 
343 420 6605 
-5118 -5576 -9082 
-5930 4060 -3974 
9095 -9773 3265 
6245 -2437 -74 
-9436 9900 1084 
633 -5359 -5727 
-2381 -8764 -3532 
-7239 -324 -3049 
-1991 8850 1381 
-9086 2929 8172 
-5917 6939 -4463 
-2513 -7602 -4004 
-5690 5402 -2514 
-8899 -8872 775 
-7920 6404 1468 
8412 2359 -982 
427 -4238 -8602 
-8826 -2356 -6817 
-9841 2759 5159 
4164 2984 -6792 
-3526 -4647 1219 
-9100 3931 1083 
8675 -9378 759 
4716 -8973 9242 
-5775 -8714 1937 
-4026 813 -6743 
2279 1582 8317 
-3161 -6288 -5776 
5967 -1028 6275 
3713 -8829 -135 
-3770 9875 7915 
6570 7084 511 
336 393 8074 
8577 1779 3935 
2858 3895 4776 
-3082 -3078 -5281 
-1032 5281 -6792 
7806 2631 2708 
-3687 688 2844 
7494 -2140 -9279 
-4332 -4937 7499 
2234 -7559 407 
-8964 7650 4504 
-9106 1842 9524 
8617 2472 7689 
-5321 5051 -732 
-3706 -3048 -3705 
2105 -1998 127 
5711 381 -186 
-6337 -8680 5613 
-4867 7562 -3110 
6829 5051 -1439 
-4148 5874 7203 
-3629 4842 2006 
-885 -4482 -7719 
3649 2016 -2766 
5653 3197 -3868 
7529 -6483 6293 
4697 -5570 -1296 
-4015 2350 2979 
-4801 1254 7263 
1376 1406 -4465 
8612 1762 -319 
502 7818 1627 
-9115 5106 -3742 
-5293 -3459 -1926 
7149 -8797 -1700 
9499 2009 -5569 
-9305 7277 -9592 
-4096 5604 -4222 
1486 7048 4954 
-8122 7603 -9734 
9190 7560 -3411 
-5725 8380 -9735 
-2793 -6206 -1819 
3237 9992 813 
-3232 8291 -3904 
-1079 1766 -2391 
-7410 3093 9571 
1510 -64 5538 
-7339 -1037 3083 
-3275 -5517 -6833 
4382 5450 9513 
-3717 -8773 2467 
774 6562 -5478 
-5669 8994 6438 
6733 9667 1188 
2868 2882 -5646 
-1200 -9476 -6265 
-7653 -7808 -2500 
-6830 -5748 -8774 
5369 823 -1580 
5443 8469 -7833 
-2917 1934 9699 
-5692 -6987 1117 
1911 -1100 916 
3304 -1724 -7440 
5813 1058 9248 
9205 5798 -4317 
3066 -3425 7606 
8263 -7465 -6709 
3291 -9358 -8956 
-5448 -2077 5772 
-3881 -4373 6697 
9771 1166 -9162 
8072 -4582 5670 
-5228 1880 -7668 
9595 1779 -6801 
-8379 6361 5899 
-8675 -9625 2022 
2392 -5096 3767 
8539 -9533 4151 
-7481 6155 -538 
4990 2625 -4266 
-5353 7989 4743 
-4533 2419 -7964 
-7930 -741 -4363 
807 688 691 
-4903 -9350 4252 
8728 4568 -4698 
379 5344 -5579 
2278 6733 -5157 
-7878 2990 4166 
9512 -9059 -1689 
7576 -9949 1955 
-258 2216 860 
8026 7802 6432 
1840 -5258 6638 
-2148 -2174 -4986 
-3056 306 2458 
842 8860 9450 
8237 -4109 -4851 
-105 -2436 -7774 
7959 1482 2860 
-9034 -6409 -4136 
8877 -4376 1809 
4870 -3995 9830 
1406 -1035 -3101 
-4754 -7805 -864 
7382 -2019 -1352 
9977 -7047 -484 
-3459 7509 -8866 
575 1915 -8761 
9139 6834 -309 
1755 7631 -6208 
-6876 -8425 -6355 
-3177 -1506 -3316 
-4533 9094 -4395 
2269 -5144 -9704 
3465 -6988 -7582 
-2707 -9742 7306 
-5169 -2529 9682 
-2846 -3296 -1386 
9757 -2542 7769 
6437 7040 -7124 
1531 -3703 -582 
-4180 -1537 -1744 
2948 3488 8758 
4054 5228 5579 
-6642 9867 -2835 
-5431 -1497 6443 
-7750 -6584 1252 
3254 -1140 -7705 
2284 -2070 -2924 
5472 7438 697 
-633 -1470 1478 
2875 8746 120 
6430 7086 1346 
-6582 9978 -4242 
-8928 -6244 6969 
-8482 1003 8619 
89 -600 9415 
8858 -479 3038 
-6220 2893 2337 
-6121 -7091 8423 
9373 -8927 7547 
-4586 8728 -6011 
-8432 -3105 -5083 
3107 -6659 6241 
-7424 -8664 1676 
2089 -9669 -5958 
1378 6273 7357 
9165 -6018 -2282 
4510 -7982 -3525 
-6392 -8834 -1667 
1506 8456 3092 
-919 4199 206 
-5973 -7265 -7762 
-3599 -9219 -3553 
134 4155 1003 
722 -3783 -6059 
8791 7002 6838 
4231 1632 1758 
-7630 -8422 -6927 
1156 4634 -2761 
-1978 -8234 348 
6723 9200 1871 
-9871 -8670 1357 
-4377 -2191 2695 
1923 6452 1111 
-1691 1387 -5457 
5146 -997 5798 
7233 -3791 -2786 
-8827 3337 3425 
8772 -914 2115 
-3145 -1833 5057 
5050 2207 2536 
-9368 -7319 2333 
2638 -9123 8676 
1652 5173 -2564 
-1158 -7289 6044 
520 -2322 7238 
-3390 -9415 7831 
-1090 -4957 8969 
333 3153 3777 
-2638 -2653 -2694 
-4911 -9571 2658 
8991 6795 7577 
-3811 92 -3580 
7875 8674 3800 
4180 6060 6501 
776 -2667 -2012 
2241 7327 125 
-4758 3721 -8040 
-4394 8945 3855 
6704 8209 -2770 
4087 3034 2200 
4946 -5923 9866 
-8094 9474 -9719 
-3491 -1476 630 
3131 8623 -5422 
-3883 1557 5636 
6111 -2889 -4789 
-957 9367 -5375 
-3288 -1000 9405 
-8721 9041 -2500 
8222 75 3071 
117 -2319 -8853 
175 3407 -4781 
-3791 5489 5612 
3055 -948 3654 
-4085 1729 2100 
-7902 -1174 1107 
4463 3348 31 
3341 1766 3414 
-3318 -4345 7611 
-9450 -8891 -988 
-8383 -345 7756 
-9704 1249 -4492 
-8995 8054 -7615 
-8159 -5439 -810 
-3679 6897 -4000 
-2856 -2363 4011 
-10000 -9613 -6876 
6757 -4315 -6531 
924 2885 3348 
9760 -7735 -6656 
7123 9467 -3824 
-1990 -3021 -606 
7091 2825 6893 
-3065 -6352 -540 
-4114 -7164 -7943 
-4827 2915 6420 
1919 130 -1673 
-9210 2292 -9509 
-2182 -6495 9824 
-3584 7551 9524 
-1732 9302 4864 
4756 7909 -2193 
809 9566 4764 
1082 -9083 -3042 
-5218 -1849 127 
-9623 -2539 1077 
-5481 -4180 -7653 
9465 -8449 -7824 
701 -9762 7653 
-4204 -1445 7971 
-1925 4132 7298 
-8947 -7551 -3722 
-2105 6543 1659 
935 -2368 -250 
4054 660 -1912 
-5109 931 -4082 
9606 929 -5339 
7536 -2475 3497 
2539 4266 7054 
-4279 -8303 2149 
-5989 6012 -9800 
-2018 -7254 -1083 
3581 4994 -6339 
5627 -8497 -4150 
1629 -1150 8366 
-4520 -7418 7716 
-7971 -3511 -9877 
-5231 4824 -9875 
7915 3773 3174 
3938 -186 -6338 
-641 1715 -9338 
1289 3281 -3088 
8755 5366 -4800 
-7921 -3796 4672 
-2397 8672 6865 
-4923 -746 6924 
-7095 -3042 -2636 
-9255 -8140 8515 
7515 9935 245 
-7486 3134 8206 
-2086 -2223 -4557 
-7647 3307 -1360 
-5276 -6379 1023 
3687 2425 825 
-1794 -9247 4727 
-5856 -6042 -5856 
5612 -1514 -3996 
6135 -1614 -956 
7877 -9726 -1057 
-6759 -4600 -9145 
-4946 -848 -6211 
2364 -8808 7851 
7065 -5537 -1278 
-7022 -8591 -4358 
8164 -8321 7242 
7736 2927 6883 
-5367 -9846 7718 
7366 4490 -327 
-2182 5333 3537 
6106 -6434 -8527 
8450 9172 9637 
-8064 -6462 5858 
3625 9715 4246 
3003 109 -8330 
-2633 5714 5462 
127 -2722 -365 
7564 -861 -174 
-1503 -1681 276 
-4144 3015 -6545 
-7342 -8062 -11 
-6814 8743 -9560 
-7176 6416 2870 
295 4938 9626 
-1139 1904 5820 
8334 -9112 1379 
3627 387 9597 
-7012 2143 2841 
4086 -6971 -5850 
4681 -1577 2786 
-7292 7997 852 
-1338 -4410 -5512 
-2275 9232 7667 
1513 5590 -1928 
7389 3960 -6480 
-5445 9762 2430 
7014 -7110 -7425 
8061 -1415 315 
6733 -1647 -3509 
-2309 -215 4272 
-4400 -318 -6445 
-9215 8509 -4478 
9955 -1711 8139 
-5914 -441 -4364 
8764 -5749 4370 
-1573 7197 7005 
-9603 6446 1014 
4729 -8925 3016 
-1075 -9599 9474 
-3816 1613 -6494 
3829 -9232 -5931 
7430 -9164 -5747 
-8516 5290 -1119 
9350 7558 4809 
1830 3046 -616 
471 7258 737 
-8994 2814 3143 
-7646 9230 -2948 
7815 171 7598 
-6091 7318 -4482 
-7143 -4325 -562 
27 986 -1338 
-1848 -3436 -7500 
7399 -3973 1200 
-7334 -4 8019 
-9429 -2347 -1043 
3606 -5008 4686 
-7501 5389 -7241 
-3875 -7605 -2673 
-9137 -6222 -4993 
-6401 -9537 8357 
-7007 -1593 -3050 
817 -4842 -9907 
7166 2774 -5103 
-1995 -7005 -6842 
-2278 4290 6786 
-6442 -1968 -4188 
7502 -4988 -4201 
-609 -9963 9266 
3702 8957 -6117 
5405 -6728 7739 
7109 -6523 2103 
-1334 280 834 
5362 -8531 2643 
-9363 9196 -1691 
-7052 4413 -1028 
-965 1684 5465 
-6164 -4256 739 
1412 3555 8695 
2972 -379 3570 
6083 -2795 -347 
7142 -3271 5421 
-6287 -595 2185 
-2140 -2817 5571 
-7021 -8761 5443 
3934 -374 -4073 
-3828 -9446 3026 
8230 -2924 -8449 
-5706 1639 -9045 
-4993 -7186 661 
4803 -4567 -4787 
7646 2060 -4645 
-3808 -8361 -5790 
7695 -1714 -3114 
4826 -1710 3666 
5825 2272 8368 
-5084 -2735 6818 
-2393 6386 8148 
44 -6902 9966 
-2903 4740 -9692 
-9904 2086 5059 
9999 -3734 -9680 
-3509 3649 -4582 
2898 -1343 -9713 
-7421 -8820 -3657 
6863 5256 -8916 
-4698 -7729 -3413 
-4689 -7303 1116 
6845 -8425 7681 
-5920 380 7607 
5947 5770 -6268 
9662 1075 7844 
-1155 -4211 -640 
5999 6292 7004 
-5485 88 -7657 
-9397 2178 -3166 
1740 -8577 -8117 
-1368 5992 5552 
3800 -4115 -186 
-8285 -4193 -1387 
-3318 -5093 -8393 
-6363 -8138 2800 
-1901 -5437 1632 
2526 -7032 6683 
-1272 -3327 -2789 
3878 -7009 -9840 
3896 -8293 -9747 
4173 -654 8037 
6449 8824 9637 
-1309 -5321 5715 
-8090 -6513 9375 
-7615 -2903 1448 
4123 5349 4640 
1830 -1594 1482 
5075 1114 -3215 
-2495 -2629 8006 
-9894 -6632 -7292 
8742 -9431 5980 
-7080 -5517 4003 
8733 -6251 5555 
-3712 9518 -192 
5449 9582 8833 
-7331 4856 6911 
-3944 -3332 -7954 
2772 -8597 4932 
1908 -8741 -1822 
8076 -8764 -7463 
1114 -7219 -1885 
-5069 -248 -4246 
926 -898 -8594 
-298 -6186 -519 
3314 4734 1777 
-3361 -7525 -556 
6162 -5695 9156 
-7144 754 855 
3139 6716 -5114 
5148 -5384 -2052 
3944 2907 793 
3508 -5752 2867 
8650 8970 4501 
8945 7941 679 
-2380 3094 -7105 
3163 -4523 -7612 
5643 -6520 9575 
-1838 9745 9836 
-8501 -3602 -7079 
-5537 3506 219 
-9445 9947 1569 
3925 3804 -4117 
2127 2525 -2307 
3877 -6794 -9241 
-3629 4819 7766 
-8197 9247 76 
-8609 8313 -7184 
1244 1232 -8697 
-1072 -7025 9693 
9514 1527 -7008 
6769 -5352 6860 
-1837 -7169 -897 
6683 -1168 8973 
7679 9624 -4858 
-5224 -7338 -4020 
-357 9898 3077 
-1716 -7911 3853 
781 -6862 -9851 
-5211 2281 4345 
-2038 5249 3807 
3755 -9416 -8602 
-9743 606 -9269 
67 -2975 8557 
-4329 -8118 3041 
-3114 -9897 -1866 
-6314 5506 423 
-6020 6373 -2510 
-2939 2175 8274 
-1351 -1498 8692 
-4506 3026 -7991 
-6390 7207 4810 
6234 1485 8598 
-6521 -1212 -6477 
7859 6348 -8552 
-6789 -4053 -1378 
-2833 5039 -5673 
8829 -9671 -4584 
-2824 6984 -4244 
-8359 -4349 2540 
-8866 -3607 8055 
-4223 1296 264 
3381 -7851 -5063 
3826 2238 -6382 
-6062 6849 -2102 
2486 8810 8120 
9431 -4000 -9505 
-3468 -9946 -3006 
869 5079 9959 
3094 2600 -111 
4613 -4477 -1042 
-3636 4034 2871 
7205 9597 1009 
-9092 -4631 -9513 
-4023 6242 -1027 
3007 7449 -4740 
5081 -268 -9183 
-5953 449 1238 
4534 3775 -3035 
-8802 -5447 8814 
8650 131 -5346 
-6730 1230 -6815 
-347 -8897 8697 
7048 -7557 -4011 
2913 5853 8501 
2209 4247 9996 
1252 4974 705 
4633 -2816 3321 
-432 1569 -8100 
8258 -2824 -4032 
-2317 -5223 5988 
-7641 6717 -8221 
-8012 526 2022 
-7527 2502 8919 
383 -5110 1503 
-4703 -5026 5540 
6505 -5647 -9899 
8887 -221 -7988 
5702 -7917 -2868 
9062 -3953 -2280 
-5434 -6680 7920 
2942 -8163 5733 
-2264 3591 7589 
3691 8527 9610 
8408 -4602 1871 
-9070 9560 -1945 
-916 8945 -5620 
1815 -263 48 
2793 -6938 -324 
5575 -3040 -7515 
-1353 3185 2629 
2007 7608 -7352 
9030 -8084 2622 
-4444 6364 -741 
-3435 -1645 -3748 
-5182 -4306 8778 
-8047 -5798 -5212 
-2276 5103 5829 
1823 3151 7439 
-7054 1214 -6658 
212 -3921 9600 
-3460 -4844 9484 
1235 638 1383 
-8870 -5600 -1453 
-2136 7654 8129 
4893 -5062 4601 
-1902 -3451 -3346 
-8202 1978 7622 
-5363 3487 9576 
7348 -3946 -466 
-5736 -1651 4443 
-1226 4969 -2041 
3681 -1435 -5015 
-2018 -9082 -9150 
308 8001 7561 
9143 4583 7673 
9919 -7991 -6037 
-8305 -709 3343 
9151 -2173 -6630 
-2019 6513 1977 
5684 -9274 4204 
559 6512 2938 
-7849 5973 6639 
5385 -6982 5154 
-2420 6578 7120 
-965 -5036 -6180 
8427 -3271 5956 
-1057 7505 -8004 
7796 7798 -3038 
-1593 -7093 8053 
3452 -697 8465 
-1428 -3846 2474 
2204 2574 -1564 
5576 -9417 -70 
-8961 4080 -4001 
-7504 -5257 -8567 
300 -1169 2273 
-9803 -9137 1733 
9557 5141 8259 
-496 -1952 -5053 
5929 -6012 2389 
-4612 -6241 859 
-4452 7157 4063 
2718 3705 6682 
-6474 5032 -2590 
6895 -9106 -7769 
836 -9217 -1137 
-845 -4567 -4119 
8116 5226 -7236 
-9822 9450 -5399 
-4871 -9040 4023 
7342 -5242 -6393 
-9483 2143 -8920 
6146 4393 9763 
-2570 -5599 2531 
249 -3180 -6374 
-2896 9460 3700 
9253 5618 1488 
4832 1011 970 
7806 7750 6969 
-676 -1799 2307 
6894 1396 -6785 
9516 2120 1783 
2676 3338 -6917 
6412 727 -6328 
-404 -6166 -7266 
-9561 -8538 -4824 
-7320 3396 8990 
-4652 8438 -4900 
9048 -2156 -2488 
7838 4193 -8998 
7012 7092 4937 
-8230 4445 8470 
7499 4112 -1831 
-2836 -9662 -5805 
-7726 7472 9610 
3660 403 -7017 
-6812 4507 3429 
5751 -1045 9367 
1640 -3060 4475 
-2737 -9967 -3974 
2066 3592 -6037 
3839 -7290 7507 
-8922 -7358 -7445 
6318 -1723 5792 
-8845 6060 4450 
3059 -3559 -5574 
-3205 1456 -4784 
6268 -1178 2248 
6890 4216 -7472 
-9763 -3704 8025 
6400 3552 9708 
-3033 -4953 -4570 
-2551 -7685 -5559 
1499 1278 -442 
-7460 -5955 7604 
-3670 5055 3363 
-6709 9116 -5740 
-5513 -6745 -871 
-2826 -9889 -9412 
-9697 -2520 2828 
-1163 -2311 8318 
4688 9241 5799 
122 3891 8256 
8273 -9463 -9479 
812 -8548 4872 
-3593 6086 9943 
4396 -9574 3361 
9492 -4140 -2578 
5882 -1691 9910 
3505 -1077 2686 
-7226 -3498 5395 
981 -4858 7068 
2576 -2158 553 
-7809 -1940 2419 
3528 -8837 3581 
8596 7609 -8721 
-1390 8733 76 
5847 4689 -1750 
3632 -6323 9972 
5297 -5285 -3766 
9673 -3372 -278 
4643 9070 125 
5874 8916 -4329 
-6892 7337 3878 
-3401 3350 2982 
9809 39 -3002 
3616 -1148 -6139 
5085 -5065 3142 
-2661 -8811 7275 
7978 -5920 -9853 
-9975 461 -7105 
-5137 8879 5942 
-8275 847 -8477 
-309 3365 -8178 
224 -8170 -9653 
200 9874 -8649 
3471 -940 3611 
-2001 2659 7720 
5952 -8772 3030 
-512 -3182 -6470 
-48 1639 -8060 
2538 8636 -6495 
9058 -3297 7113 
9109 -4366 9379 
-1741 -703 7227 
-7747 -8282 -947 
6977 7100 4625 
-6711 1049 9999 
-1807 6020 -329 
-118 -9900 -5555 
8489 9702 -3966 
-9346 2108 5194 
-9160 4186 7559 
8675 1414 -6152 
-7002 8773 -6823 
1926 281 3637 
-3913 125 9044 
-3449 9188 -2057 
7893 6085 -7196 
-2682 770 3583 
-8908 2781 1317 
-2087 -2482 1524 
6632 593 61 
1761 8284 -8657 
121 590 9924 
8088 -2992 9289 
-3558 8780 1384 
4677 -533 2962 
9748 -879 -3671 
-8379 6685 7443 
4489 9162 -8721 
-787 6938 253 
9065 -1925 -2488 
-532 -2605 -9393 
-2608 -2232 -5126 
-8895 -9479 -1495 
3319 -332 -1782 
9133 -7173 4650 
2052 5305 -3631 
-865 2744 365 
1448 4610 2327 
-9562 -9211 5496 
4332 -7261 8010 
-1854 -8424 9860 
-7310 -1425 -460 
-2048 -5296 -5587 
9784 -2932 752 
142 -2320 3307 
8993 552 7749 
-364 -7248 -3465 
3991 -5407 -418 
8485 -3228 6234 
-9768 7466 -5279 
-1724 3322 -3101 
-4693 -795 9905 
-4338 1341 2966 
7668 -3509 111 
9719 5378 -4381 
-1384 2536 6482 
-833 -3267 -3156 
-6861 -7716 -9935 
3955 6193 -6379 
-2799 7371 2418 
2540 6711 635 
8079 -2387 4010 
-3468 9991 -2779 
-7592 5656 -9748 
6753 -8503 7932 
-3384 -5060 -8342 
-9942 -635 7725 
4865 2087 1002 
-7143 -3070 -129 
-2820 1799 -34 
-242 2245 -911 
1353 -1884 4404 
8456 -873 2052 
-7616 -5837 6977 
-3348 5740 4926 
-7996 -5104 -3813 
-5256 8887 -180 
-2437 -3346 7099 
8311 439 -4779 
-4043 192 -3691 
-9887 -6492 -9803 
-2293 -8582 3306 
-1884 -9101 7703 
-4868 3211 -3691 
-4437 448 4491 
-859 8488 2038 
378 -1656 8118 
-5694 5376 -6869 
2018 -4811 -692 
9849 -6594 -7105 
2227 -3919 2755 
-5595 -6392 8832 
6819 -911 -1039 
-7765 -2794 1196 
7104 -911 -9543 
