10000 3
-407 9598 9446 
4371 6774 6445 
-3792 -9966 -1146 
-9653 539 -8975 
-4246 7360 -9659 
1460 5153 3099 
6423 722 -9146 
3219 8031 -3147 
-6639 1216 -5276 
-611 7967 1588 
-4719 9203 6600 
808 -2395 -4456 
5118 -4152 5442 
-5389 2881 -7538 
-2311 7189 -9626 
-5551 5245 -937 
4990 4657 -7564 
1736 -1863 -9075 
-8667 8820 -3938 
-416 -1269 -7578 
4536 -295 6185 
3254 4676 819 
-3445 -5066 -3116 
-9869 3709 -6849 
-2747 3017 -8279 
8702 4377 -5303 
-9773 -1305 8053 
-7081 1200 -3723 
-9507 -9199 2282 
-5055 3531 -436 
-4148 4276 -9587 
-8171 -3506 -9576 
-1482 7506 -2259 
-6193 7424 9383 
398 -1356 -4154 
2580 2778 -4020 
-8494 -7142 9968 
8674 9914 3334 
2840 3604 4639 
-2519 -5193 4476 
-6471 -2889 -6886 
-7716 3470 -8676 
644 6646 4658 
-7595 -2218 -9339 
5891 6117 438 
-506 5593 -662 
763 2352 5004 
-9905 6487 -613 
-3455 -8500 -9545 
-3603 9760 1552 
7112 8516 9527 
-7751 1895 1444 
-4208 5969 7812 
3402 -9542 -1382 
6576 -3299 4658 
-5611 -510 5118 
9143 6459 -9088 
-6213 -6753 2706 
479 905 1840 
-198 -155 -269 
-1288 -9876 5536 
8665 -321 -825 
5732 2806 297 
3412 925 2986 
8718 -9617 -1664 
-576 9954 5426 
-8758 4659 -8084 
-1336 -4397 -7234 
-1770 -8288 7056 
-8272 -5942 5432 
9452 1400 5778 
-6961 8559 5732 
3593 85 -7151 
-7058 7382 5217 
7161 -2934 8590 
-8757 5543 3950 
8468 6945 2133 
-9684 -3138 5365 
-5441 6028 -2640 
-941 7124 -7631 
577 6900 3959 
5763 6611 6104 
-7782 -5029 -665 
6540 3490 -2403 
-4574 -2782 -303 
3032 -3595 -3653 
484 -314 6803 
9221 -5091 6615 
4039 8216 -5953 
749 -2874 -9575 
9659 -1192 -5823 
-8680 -3762 6373 
-9973 4701 -1838 
7288 -8883 -3621 
-2733 -4641 -6024 
110 3290 -4830 
-7771 -1399 5112 
-1142 -5772 5134 
-7519 -8706 -3972 
-66 -9080 -909 
6798 -7998 1390 
-4433 5024 5191 
8989 4475 -6236 
1541 2499 -9698 
-7146 -1169 -6570 
7148 -7178 1908 
-3023 -8422 6019 
-5863 7275 1350 
8394 1504 -9975 
-1520 -5073 -2685 
3518 2028 -3231 
6318 4796 -1560 
4667 6957 7777 
-9509 -4057 -952 
8172 -9643 2691 
-6423 -8570 7592 
-8527 138 -7860 
-6377 -3569 2832 
2245 -3874 -8424 
4613 8365 -1773 
-43 6005 2123 
3220 8591 1306 
-3055 -5049 -5946 
-7942 -305 -9553 
1507 4926 2460 
-8577 5540 1540 
237 4306 -5218 
-916 1871 -6341 
5240 -925 -80 
7742 -7891 -3645 
-4193 1951 3018 
-3781 -8246 -156 
9663 -9707 1416 
-1078 2848 6889 
-7355 3912 8091 
2394 7839 7073 
-7387 3215 -639 
2913 6815 7115 
9474 4496 -8388 
-9840 -5638 -3878 
999 9010 -3471 
8110 -2398 -899 
2478 5633 6272 
-5664 -6125 4496 
-3299 4179 8231 
-7246 -3519 8607 
4734 -6665 6431 
-188 6448 -5421 
309 6232 -6229 
1723 -8546 -4143 
-1616 5057 476 
6983 7954 -6553 
-7253 -543 -3988 
-5360 -6125 4129 
4455 -189 3251 
2471 -7828 8881 
7060 3486 3599 
-9825 -192 -2005 
-57 -6219 -6417 
4534 3299 -8836 
503 -8286 5889 
1215 -7867 -4461 
-2012 3474 5348 
-5084 -9618 1547 
-9534 7664 -8076 
6419 -8510 7794 
8835 -2701 -7813 
-7094 181 -4494 
112 8912 -7558 
9549 7806 4132 
8850 -4133 -1365 
-4210 -8110 -8828 
5158 5239 5513 
-2475 7003 -6723 
7282 7293 -7113 
-2624 -9485 -6574 
7777 -4997 4729 
-647 5336 -1775 
8421 684 7531 
517 -8139 4218 
-7066 -1726 -2711 
-6056 -6542 -362 
-1394 5252 3215 
-4883 -1799 6541 
8795 -4452 4107 
-837 4335 -992 
-3577 4135 -1146 
-4534 -5176 4714 
-619 -5412 -292 
-9527 1803 9065 
-2389 8844 -6072 
-1417 5806 -9210 
8010 1261 5994 
5009 2330 -6394 
-867 8242 1293 
-1575 -1991 4638 
2484 5310 -1609 
-5498 -6458 -1436 
-7306 9994 7397 
4943 6995 5048 
4257 6005 -3936 
5130 -1145 5208 
9368 6234 -726 
-3160 -1531 902 
-2583 -8699 -5242 
758 -9924 414 
-1825 -4142 281 
9420 1317 -8566 
8024 1276 6076 
4650 -3261 4483 
-774 4694 4694 
-6346 -4974 5441 
9973 -2057 8602 
-2021 -1455 6217 
8353 6089 -2785 
-9650 2634 -1945 
5175 -6449 -7135 
-132 -9520 -2909 
168 -5779 -2030 
1498 -9201 -9277 
-436 2789 7021 
-4698 5447 8067 
9845 1671 -4243 
2675 -1038 2620 
-3437 2863 8829 
7950 3995 -8828 
6688 5889 5066 
-2066 9198 3034 
7930 -9991 -7349 
7794 5684 -394 
-897 6362 748 
4746 -2164 -5156 
-4481 8378 -19 
-4854 9011 2413 
-4522 1089 8467 
2265 -6868 -988 
2973 -4914 -6381 
-5622 -5023 -8788 
4116 -9826 5853 
-1213 -2305 -3282 
9598 -3153 -5327 
1833 -399 4103 
7247 -3535 -8736 
6075 3151 -449 
-9020 -575 7234 
-5581 4576 -3260 
3467 -4076 -2941 
3427 -3122 2802 
9285 7426 9278 
-2973 -8513 -4124 
-8152 4819 3805 
1250 7408 -2296 
3494 7790 -9816 
6767 8803 3590 
5873 9732 -3262 
4621 -7559 1996 
2693 -4218 7092 
-2871 -1495 8251 
-1595 3221 5962 
-6247 3348 9460 
-4325 -2757 -8704 
-1237 -1270 -4723 
8853 6432 828 
512 5076 339 
1523 3274 4650 
-6953 -8895 4295 
3608 -6429 -185 
6962 5689 -7056 
2530 -2926 -7816 
-1466 -5768 -8767 
-2621 -46 521 
8675 5453 -1447 
6367 2206 2874 
8227 -908 7485 
9718 -5864 4262 
-1861 438 7456 
5617 5140 -2003 
-2029 -7211 -3238 
-2110 -570 7341 
166 1300 6599 
7941 8669 -8452 
-2744 -2167 9990 
2690 -801 2703 
-5620 7282 6851 
-845 -6377 -1044 
-2858 1486 -2021 
-8470 6670 7928 
9329 -8810 3860 
1037 -8193 8396 
-8026 6949 155 
-2429 153 8327 
281 -4396 7119 
5383 1906 5113 
-6243 -720 6669 
-4592 -6576 9936 
-2077 -1466 -9141 
-7651 2294 1737 
-7101 -1411 6855 
5263 4086 2998 
1326 -8108 -8725 
-8818 -9314 7858 
-5046 1732 -9230 
-5391 4206 1091 
-3638 1646 -4053 
7740 -2899 -3432 
779 -3080 -3811 
2214 2550 -5567 
7202 -5324 1309 
-4671 8743 -7662 
-4551 7575 3278 
-4761 -4648 5407 
8886 -2689 -7432 
-7652 -6854 -921 
-8553 8746 -1542 
7047 2503 -6100 
-4018 -9096 -8380 
1167 -9739 -6103 
874 1036 9759 
5419 1797 1460 
4228 -6728 7937 
1974 -7636 -640 
-6634 17 3428 
5778 -4931 -5721 
-2869 4701 1520 
-4595 5258 6683 
5038 6520 3326 
-8409 -9329 -5179 
474 -5795 -8944 
-2974 -9894 -9979 
4543 6839 -4434 
-6584 8849 4560 
9158 7623 -6226 
-3759 4830 2050 
-7534 736 -9805 
-3342 -5538 -5554 
-5955 -6747 -643 
5302 -3585 -6083 
4982 1269 918 
275 -4286 -2804 
-8574 8393 5000 
4075 -3969 939 
-8589 -3223 9879 
-8568 1672 8088 
-5177 8429 420 
5630 -7672 853 
-3140 -461 1451 
5533 -9903 -9139 
3035 -9485 -6844 
-2825 205 4513 
9698 2196 1279 
-4604 4821 9720 
-5583 -302 -4566 
-8586 5150 9845 
-572 8321 9397 
1231 -7301 8935 
4469 4929 -2062 
9161 9051 8931 
-2968 9879 2795 
-6648 -2309 7394 
-3496 -7397 8132 
-3340 561 7278 
3303 -2894 5269 
641 3950 2750 
-3582 9754 8304 
-7242 -3057 4414 
5946 -4578 -3527 
-7804 1303 1812 
-2856 7926 -29 
-5699 8149 9672 
-8 2324 -1135 
2077 -5885 -338 
9191 4129 -9321 
-7944 -1361 -1178 
-7566 -2837 748 
1433 -9704 4067 
5027 4269 -2702 
-7923 -5373 -5763 
-906 -6670 3861 
-2509 6838 -9929 
-9585 8288 -4939 
-2081 4730 7293 
853 1422 -3890 
-9261 8172 -2716 
3672 1889 7374 
-4761 3847 6838 
-3934 -8938 4312 
2564 656 6257 
9547 4706 3772 
-4717 -2574 1582 
-2745 1477 50 
2217 -1413 -6752 
6178 1228 8399 
-7456 -7721 -4148 
-9955 -852 -4306 
8976 -8692 -6632 
3833 5031 4897 
-5148 -8875 5895 
-1434 -6131 4819 
-6535 -5424 6618 
5770 1955 2443 
7186 1419 -3727 
-6087 9826 2032 
-9346 -2252 -9337 
-7626 2479 5098 
-1145 8711 -8811 
6092 -2234 -2429 
8427 3964 -257 
-7744 -2908 -1089 
-3338 1422 1489 
2692 -7947 1632 
1981 -8816 -1691 
-6099 -9140 -7612 
1117 -8060 3354 
-7802 9474 -288 
-4163 -7168 -4546 
2021 5808 -1395 
-8864 -9250 -9963 
-3766 9931 -5149 
-9746 8189 -7663 
4897 3233 -2862 
-7878 1636 -3036 
-5058 -3249 -4465 
-2791 -5864 -5570 
-2575 -9017 8044 
5694 4406 -6956 
-3074 -1577 -6052 
-8750 6471 -8493 
3377 9060 -6343 
5722 8061 4612 
-3661 8211 5976 
-3767 -6096 2959 
-2408 6944 -2194 
3906 -2223 1684 
-6919 -4142 4130 
1784 -633 4341 
5176 2370 -4993 
1291 5827 -5924 
3727 7031 2918 
6690 7412 -6889 
9769 3295 378 
-8241 1480 -5614 
-96 6543 2152 
-2169 2832 -7523 
8822 3897 8696 
8272 6939 -8402 
-8296 -2063 8608 
4259 -2264 -5045 
532 6559 -1225 
-2097 -2048 -937 
-1885 -9180 -6282 
6009 -5186 834 
9646 5020 -4578 
-2401 -2750 838 
3693 4850 -9957 
2829 -1741 -9538 
-6019 3136 -6335 
5358 -2449 135 
9650 -6180 2247 
8111 -6060 -7328 
5060 1267 1821 
4959 6694 -200 
4218 2212 -3395 
3020 -1337 4149 
8969 1598 974 
-8999 9650 1573 
5968 2853 7161 
3012 18 5170 
-6080 -9829 619 
-9006 -927 -5083 
6294 -4857 6446 
-6650 7963 -3509 
9154 -6482 -2940 
-9007 -11 -305 
-8752 -4458 7227 
7184 774 7023 
3745 4575 717 
5825 91 325 
5112 -6541 9489 
5459 2552 -5098 
-8154 2345 9281 
-4156 -5722 3505 
-6214 -5358 -7500 
7857 -4693 -5620 
-7400 3605 -1854 
-8918 4887 -2219 
4540 -9004 4791 
-6318 3807 -4562 
5097 3447 -9922 
6739 87 -4341 
-1500 8608 -4246 
-9970 2741 5405 
-9218 -2508 9089 
-5959 1255 138 
-4842 -958 -2869 
-2520 8316 3832 
8155 -5279 -6796 
-8265 3500 -557 
6783 6082 2096 
7019 -3427 -7536 
8840 -4526 1801 
4386 9556 -5698 
778 4359 3694 
4524 777 5290 
-3887 -4081 -1315 
-7847 -6732 4118 
-23 -7115 6397 
-6618 -5908 3961 
-8826 1111 6487 
4444 -667 2154 
44 -2524 -5325 
2015 -2647 1316 
-2825 -9706 3862 
-2644 5271 -1693 
-5518 1102 -2267 
3069 -6088 1825 
6628 6566 8372 
-1183 -452 2945 
-336 -4596 -6170 
-7614 1650 3629 
114 -9023 -9902 
2908 7757 -5417 
5269 2117 -12 
1751 8563 497 
9855 -7947 -8190 
2332 -405 -609 
7337 3903 -5350 
-819 1098 7033 
-7236 4667 -2543 
5655 -1586 1375 
6664 -3852 -6481 
7521 -71 6934 
-3696 5551 -7195 
-1203 2835 9618 
9480 -5848 -1408 
-1040 -4491 -7485 
7271 -3237 9442 
-8984 -401 8987 
-8123 6541 1002 
9110 -4160 7699 
7029 4399 -9831 
-7048 3725 -607 
-3138 7199 -1291 
9254 -8361 -2229 
-8966 -7314 -6670 
-8431 3696 3941 
-6775 -5066 7376 
542 -25 -7457 
1528 -3570 3247 
2880 -6264 -707 
-9253 7299 6921 
-5751 2798 -5343 
-6864 -5723 -5664 
-6845 -6172 -4114 
-3713 -8655 -1596 
9108 -1824 -9193 
3709 8292 -7626 
-1312 7632 1555 
-9580 -5471 -2716 
-8061 -2591 -513 
4218 2262 -3031 
642 7982 9847 
-1481 5647 -641 
378 -1904 727 
9305 4723 -8831 
8834 -1125 -9622 
6369 9977 -3500 
4199 -8133 -9836 
-6994 6759 9841 
7688 5285 7147 
-1731 -8100 -9668 
-8565 1525 -3785 
5106 -2208 6594 
3170 -461 -9800 
4736 -5639 -6609 
8406 2939 -9079 
-4052 -1019 -9576 
-5073 6578 9189 
5041 -3882 218 
-2509 -2119 3309 
-8353 4298 -7004 
6944 -8294 -2053 
-4581 4696 -8227 
-2368 -5430 -850 
7100 1171 -5598 
838 7852 7173 
-8267 -4204 486 
-5129 3925 -7095 
-3173 7695 -4650 
-6981 3232 4413 
-4416 3142 -3079 
6536 -7335 -6985 
2200 -6324 -988 
-7516 -2116 7845 
-9074 -6365 -8765 
-4698 -9575 -79 
5962 9537 -53 
-7687 -150 -7526 
5376 -3259 9475 
9291 9346 -4355 
2949 -4495 1137 
2524 -1527 5274 
-6680 2558 774 
-4708 888 -1216 
-5964 -8724 -9131 
6044 -6950 2567 
-524 -9048 3677 
-432 6653 8810 
-6210 4880 -3843 
-6834 5668 -8858 
8488 -824 -3106 
-39 -7568 -3646 
-4674 7754 -2952 
5182 6797 2385 
-561 3322 -2030 
-9924 -8815 7956 
8270 -2420 -6831 
-3882 -6020 5396 
-35 -8912 -3565 
-8010 6176 -1549 
-6036 7504 2929 
-4374 5460 -4884 
-7438 -3581 211 
5751 6974 5473 
826 -7359 1967 
1549 -2668 9151 
-2292 4590 7324 
9506 -5761 -861 
-7632 7714 5998 
-8488 -2270 -5050 
-1520 -2885 -7981 
-6166 -2607 3265 
522 -9172 5857 
-6170 4068 7492 
9863 2394 -5204 
3614 2587 -4275 
8805 -3322 3744 
-3325 -4042 3103 
-4042 -9862 -5735 
-2636 8982 8780 
6772 2705 1170 
2036 -7210 -2975 
7466 67 9162 
-877 -2278 9793 
-582 136 460 
8380 4976 6343 
-7484 1957 -6726 
-6974 -4756 8054 
-5358 -9604 374 
-7426 1742 2236 
3305 7714 3792 
7616 737 -4921 
3115 3754 2785 
3887 6040 2050 
-1984 -514 -3582 
-1364 -2751 2585 
-2294 2589 3384 
-9252 -3817 -449 
-7747 -7195 4527 
3786 9790 -4238 
-729 9643 -212 
6579 1783 -9756 
-734 -9692 5091 
-9244 -7556 1744 
4340 218 -1050 
3858 2330 -3988 
-99 -8594 -8318 
2957 -655 4167 
-9394 6303 4575 
8943 5260 -2125 
7774 -5567 -4595 
-7740 -6206 1959 
-936 61 -3368 
-5337 -2769 -1197 
4325 -9765 7114 
8558 5085 -6538 
-9912 -2626 -2401 
8745 -796 4658 
-2488 -9991 2569 
5995 -6496 2340 
-6789 8529 4749 
3475 4191 1928 
17 8753 5591 
8890 8563 5626 
-5329 -8217 -2988 
4110 -8966 6499 
-5003 -22 -1646 
3676 -4658 -4638 
-771 9985 -9460 
-7399 9305 3836 
4021 -7947 462 
2240 5196 1230 
5437 -7581 5739 
-1301 -2179 4927 
789 4098 198 
-1195 1867 -2584 
-3654 9305 -6037 
-4009 8508 9564 
8835 -7749 -9257 
2518 5819 2159 
5883 -531 -1594 
-5818 4991 4523 
-2068 4781 -4486 
-7550 -531 -5825 
5327 1924 3976 
-4565 -4475 -1978 
6922 -2732 -2172 
4415 7792 9684 
-8803 9369 5704 
-1934 7638 -237 
-9353 8665 -1248 
-126 8391 1219 
-7184 -3352 2409 
6690 8533 2669 
-6919 2143 6126 
-3057 -7452 -9547 
-3656 -8773 2186 
-8445 2240 -2698 
-916 -3969 6248 
-4422 1067 4756 
-1407 8658 -9801 
-5077 275 4979 
9485 -8357 5235 
7028 154 -9940 
-5468 5343 -693 
-5029 -5227 1618 
7016 -3223 4960 
6811 -5104 1378 
9016 -192 8966 
9524 5699 6745 
8884 877 -946 
7252 -2032 -7858 
468 8160 -4088 
-2622 -4934 -6483 
7725 7996 -1238 
6016 -8351 4750 
-7573 1608 9258 
-4681 -4170 -1824 
-3080 3205 -9594 
-7175 8116 5097 
9769 -8804 -7614 
6492 -3155 -9409 
-1544 3240 9338 
7742 993 9422 
5222 3873 2819 
518 -9144 -9550 
-4900 3797 -8920 
-8371 -2623 -8629 
1200 4276 -6856 
-1091 -7561 -8298 
-4749 9022 -3176 
364 -783 6650 
-6552 -9384 -468 
348 3477 -1256 
3184 546 -5997 
-8609 923 -7210 
6583 8406 4281 
-762 -6335 4009 
-6392 -4973 6346 
1517 7672 -8358 
-1521 -928 -4914 
-9121 -7800 6018 
-3959 2415 1391 
1744 -5049 -1510 
1433 -4144 200 
2861 7420 7463 
-1167 -7152 -3081 
3510 -9105 -8173 
-2530 7525 2776 
2211 3378 -3141 
-3375 5998 -4752 
7437 -598 2110 
-159 1989 2174 
-7641 -4790 1438 
-680 7194 7518 
-9391 -5786 -258 
-6342 -7115 -4405 
4071 -325 5969 
-7805 -8663 7088 
-3886 5789 -1858 
5898 -4583 3126 
1732 3791 -7451 
2841 -4813 4579 
4055 6167 6053 
2065 -8707 861 
-7853 775 -734 
1603 -3791 -7481 
-3401 7811 -6473 
-6818 3391 -1453 
1628 -6878 8827 
1476 3937 -6821 
1222 -1831 7918 
8644 7009 1695 
4171 9515 -6169 
-4551 -8332 7635 
6441 1236 1909 
-1535 -1349 -2426 
-2221 -7354 2776 
-3444 8136 4144 
-997 1673 -8141 
5253 6778 7150 
-9003 -2009 -8627 
-7979 7614 7938 
-734 -3014 -1417 
112 2629 -5873 
3420 1820 2209 
8555 -6926 -5346 
6623 -4863 -3982 
8061 -9321 7606 
-7087 -3510 -9275 
-739 -4243 8035 
6380 2862 4169 
-9921 -7132 2323 
4862 851 5416 
5835 -1319 -1980 
-1787 -2205 -3030 
-3055 -7730 -790 
-7172 -9276 -7924 
-660 -6934 -7612 
8585 -8932 8496 
-607 9439 -3989 
9824 6422 -5199 
-8083 -9517 -8837 
-979 -6777 -1959 
-6379 6623 -9780 
9651 -9162 9036 
-9952 -9182 -3242 
5924 6186 -9030 
-7253 -8010 -1612 
-6589 1723 -7829 
-1314 1123 -3282 
-161 -9486 1589 
1423 1306 7843 
-9662 -7580 -7677 
-5984 -5762 4838 
-9687 -9528 -1368 
-7019 7100 6504 
2901 800 -3246 
-4027 -3705 7453 
3510 3460 -5721 
442 6101 -3107 
-8753 -5569 6212 
7264 4602 9869 
8272 -6423 -8115 
-912 7783 1459 
8153 7457 454 
-4873 -18 9703 
6828 8520 3086 
-364 5651 -5637 
-9083 -371 -2001 
2147 6791 -5802 
-4661 1394 -6265 
-8695 5508 -2744 
7346 -2321 -3048 
4633 -3694 7258 
1131 -2245 2563 
-8750 8552 -1502 
-2678 6463 -1570 
3057 4087 -592 
-2027 -8804 -9547 
4494 6157 -8307 
5209 -5793 4397 
-7547 -2727 7422 
-4380 2163 -9467 
7672 4530 -7306 
7224 -2820 -7172 
-6983 3541 -3284 
2737 5137 1355 
-3171 8831 560 
9012 5543 -2739 
-6307 6161 -5414 
-8919 4848 6327 
-3985 -7821 -1257 
-9894 7898 -8505 
9956 3972 -769 
-2188 1355 -8687 
2695 -3691 231 
8058 -2327 -9434 
7191 8487 826 
5257 6916 -5522 
-3583 -188 765 
-1722 -56 2708 
4299 2066 2010 
8255 -7751 7449 
50 -2949 4291 
-6317 760 2703 
7326 -6406 5822 
-3915 5166 -6243 
-2099 -5316 -4205 
1095 4856 1431 
-5760 -4825 3555 
-5453 -9724 -2063 
9517 -4649 1679 
-3727 -1725 3535 
2658 -3454 2452 
-8684 -1517 -1153 
-5179 -6811 6762 
2916 4316 894 
-4482 -3467 -6783 
6524 -4188 9435 
5371 788 3494 
7821 -5437 -8071 
-9963 2333 3693 
-5772 6005 -9036 
7144 7189 -7155 
2911 -9804 1416 
7825 -77 3807 
1460 -5612 4642 
2368 7356 3122 
-8353 -5961 -8771 
7968 516 -1619 
413 -7425 -1236 
-9661 -2392 3770 
-8113 -7987 -6347 
-6587 1626 9774 
746 4148 7580 
-5750 -9147 8532 
-2241 8389 -7783 
9209 -6052 4588 
7979 2285 4783 
180 1868 2527 
6015 -3289 6955 
-8129 3229 3520 
-8394 -7189 5065 
2873 -2017 -5110 
3284 -8136 -3030 
150 9268 3720 
-3799 -3113 7424 
720 5232 9588 
5043 5266 7369 
2677 837 1082 
5496 5961 -1137 
7619 -7755 1977 
-8769 3537 9021 
-908 9767 3140 
5104 -9829 -4156 
-3493 5692 9956 
825 -611 -2990 
5031 -4312 4614 
-3563 -94 1052 
-1970 1977 -4935 
1431 6113 6439 
-374 4610 -7415 
-4268 -5079 4576 
-5920 5967 2403 
5208 8503 1270 
-7340 8276 2706 
-9575 8376 4257 
-8958 -4739 -1224 
9672 7080 4492 
2970 -8273 338 
5758 8234 -4309 
-3503 8937 9216 
3739 3515 376 
9198 -4476 1077 
800 -5900 -6245 
-1007 5939 4034 
-6928 -6141 -563 
-4709 -9398 8102 
8056 7564 6585 
5182 4349 -12 
-3399 2455 8259 
6928 -4603 884 
-3620 -4149 8008 
-1561 -2559 48 
-906 -2895 -8401 
8 -5786 -444 
-955 -7547 3011 
720 -8144 3096 
3106 6414 2577 
-2488 9695 4487 
5041 5144 -9995 
7549 -7527 -8858 
-162 9762 -6359 
4610 -8771 -8820 
218 -3852 1839 
6222 -1782 3894 
-2553 -8011 6145 
-2322 6246 4530 
478 163 6062 
-2559 -4970 -4227 
8262 -9999 -2365 
-8674 -3562 -5562 
-6795 8716 7279 
-7295 -8768 -7153 
760 1985 -1775 
-8334 7290 5899 
-397 -7217 2210 
-7659 6303 1504 
7837 2589 5165 
-6878 -9342 8125 
-7552 7197 -9130 
4671 1087 -4077 
-3274 -2977 2332 
-5608 3290 6389 
4616 3966 2419 
8192 7581 8952 
-725 6073 -1132 
-5480 -8982 9090 
3052 1798 -9706 
1904 -8223 8526 
6573 5238 3845 
-9091 7076 5010 
4015 -9194 742 
-5418 -2756 8092 
8451 3236 -1950 
8686 -192 -1738 
1288 -1403 -9388 
-9237 5949 4307 
2261 -8690 1605 
4773 2057 9966 
-7971 -9962 3328 
685 6491 -7858 
803 -6143 6578 
-8196 -4414 9447 
1794 1306 6035 
-38 3606 -2517 
-6123 1038 2891 
1171 -2347 9813 
3586 8906 4464 
-2244 -6224 -3679 
-5160 -9992 5819 
-6496 -5445 -6846 
-7941 2740 -6930 
-844 5125 -3726 
6607 3243 -20 
958 -893 -559 
397 -8227 1059 
4030 9758 3775 
-7055 -5113 3591 
-7449 -293 -7238 
7184 -5612 9943 
-9271 -2109 -8395 
-3887 9322 9963 
8894 -4782 -9739 
-2857 7570 7479 
3100 -1498 5056 
-6373 5344 8938 
-1269 -486 -4782 
-7477 8191 8780 
-9838 -9864 2085 
2778 7069 -9030 
-5577 -4049 -4455 
5656 5715 -9414 
-1587 9653 225 
220 3419 8025 
6700 -6725 -2911 
687 8616 6928 
-7380 -3033 6389 
3371 4186 5148 
-4347 7738 -5370 
6007 -1481 -7051 
5951 -5705 -7867 
-5495 5220 3234 
-4342 2806 -377 
-2889 4815 -545 
985 5721 -6373 
3115 1779 -1946 
9927 3962 -2785 
-5290 -1415 -1343 
-4328 7010 907 
1270 -4747 4566 
-6587 -6517 -6512 
-6296 2090 7486 
-2119 -6720 8751 
-4285 -908 3734 
4461 5037 4968 
-7171 552 3823 
3280 8089 7533 
6899 5943 3448 
-4709 6810 6704 
8307 9073 -6979 
1213 6647 6185 
9215 -6670 9109 
-4829 -1712 7021 
6055 3119 -833 
-6301 -4770 -8907 
-9755 -9262 -5315 
9228 -1946 1820 
-4249 4350 -3984 
394 2321 -5864 
8656 -2801 -4938 
-6000 -1341 8744 
5659 -1394 5744 
-3836 -70 7156 
6702 -6075 5032 
-2481 2949 -7495 
1088 -1620 4487 
1985 -1360 -5425 
5619 -4337 6026 
4432 5901 -5319 
-6319 1883 -7725 
1006 3436 5668 
-7076 -5651 9874 
6174 4936 -3971 
8478 1512 -4581 
-2436 107 4379 
-7657 -975 -7469 
-1521 2548 -2025 
-7179 -3880 7465 
5878 -3055 -9088 
-3951 6727 9469 
3167 -7077 -8852 
3241 -6115 1818 
9676 -5481 -4115 
7040 -7498 5757 
-6545 -8318 -5799 
-8029 -7725 -7256 
-8950 -4343 2926 
-5375 -3113 8191 
-17 848 281 
-4788 -3355 -336 
